cells,Gen1,Gen2,Gen3,Gen 4,Gen 5
A5043,1.0019582262109,0,1.0019582262109,1.0019582262109,0
A5044,1.0019582262109,0,0,0,0
A5045,0,0,1.0019582262109,3.01771667252281,1.0019582262109
A5046,1.0019582262109,3.01771667252281,2.00785343002263,3.01771667252281,0
A5047,0,0,0,0,0
A5048,0,0,0,1.0019582262109,0
A5049,0,0,0,0,0
A5050,1.0019582262109,0,0,1.0019582262109,0
A5051,2.00785343002263,0,0,1.0019582262109,0
A5052,0,0,0,0,0
A5053,1.0019582262109,2.00785343002263,0,0,0
A5054,0,0,0,1.0019582262109,5.04947336903132
A5055,4.03157938384363,1.0019582262109,3.01771667252281,6.07143081403291,0
A5056,2.00785343002263,1.0019582262109,2.00785343002263,5.04947336903132,1.0019582262109
A5057,0,13.3416962915876,0,0,0
A5058,3.01771667252281,7.09748429180284,0,2.00785343002263,1.0019582262109
A5059,0,0,0,2.00785343002263,0
A5060,1.0019582262109,0,0,0,0
A5061,0,0,0,0,0
A5062,0,0,0,0,0
A5063,0,3.01771667252281,0,1.0019582262109,1.0019582262109
A5064,3.01771667252281,0,5.04947336903132,2.00785343002263,2.00785343002263
A5065,1.0019582262109,1.0019582262109,0,1.0019582262109,1.0019582262109
A5066,2.00785343002263,3.01771667252281,0,1.0019582262109,0
A5067,0,0,0,2.00785343002263,1.0019582262109
A5068,0,0,0,0,0
A5069,1.0019582262109,3.01771667252281,0,3.01771667252281,0
A5070,0,0,0,0,0
A5071,0,0,0,0,1.0019582262109
A5072,5.04947336903132,0,8.12766676853256,48.2793394707328,0
A5073,0,1.0019582262109,0,4.03157938384363,0
A5074,0,0,0,0,0
A5075,4.03157938384363,1.0019582262109,2.00785343002263,6.07143081403291,5.04947336903132
A5076,3.01771667252281,1.0019582262109,2.00785343002263,5.04947336903132,6.07143081403291
A5077,0,0,0,1.0019582262109,1.0019582262109
A5078,0,0,1.0019582262109,0,0
A5079,0,0,0,0,0
A5080,2.00785343002263,0,0,1.0019582262109,1.0019582262109
A5081,0,0,0,0,0
A5082,0,3.01771667252281,1.0019582262109,3.01771667252281,0
A5083,0,31.9084659730628,0,0,1.0019582262109
A5084,0,3.01771667252281,0,1.0019582262109,2.00785343002263
A5085,0,0,0,0,0
A5086,2.00785343002263,0,5.04947336903132,6.07143081403291,0
A5087,2.00785343002263,2.00785343002263,2.00785343002263,5.04947336903132,3.01771667252281
A5088,0,0,0,0,0
A5089,0,0,0,0,0
A5090,0,0,0,0,0
A5091,0,0,0,0,0
A5092,0,0,0,2.00785343002263,0
A5093,0,0,0,0,0
A5094,0,0,0,0,0
A5095,1.0019582262109,0,0,6.07143081403291,6.07143081403291
A5096,0,0,0,0,3.01771667252281
A5097,0,2.00785343002263,0,2.00785343002263,1.0019582262109
A5098,0,0,0,0,0
A5099,1.0019582262109,0,0,0,0
A5100,1.0019582262109,0,1.0019582262109,5.04947336903132,0
A5101,1.0019582262109,7.09748429180284,2.00785343002263,3.01771667252281,5.04947336903132
A5102,0,0,0,0,1.0019582262109
A5103,0,2.00785343002263,0,1.0019582262109,0
A5104,0,1.0019582262109,1.0019582262109,3.01771667252281,2.00785343002263
A5105,3.01771667252281,7.09748429180284,2.00785343002263,3.01771667252281,2.00785343002263
A5106,0,0,0,1.0019582262109,0
A5107,0,0,0,3.01771667252281,3.01771667252281
A5108,0,0,0,0,3.01771667252281
A5109,5.04947336903132,6.07143081403291,1.0019582262109,17.5907564923013,5.04947336903132
A5110,1.0019582262109,0,0,4.03157938384363,0
A5111,0,39.9630629537438,0,1.0019582262109,1.0019582262109
A5112,0,8.12766676853256,0,1.0019582262109,1.0019582262109
A5113,1.0019582262109,0,6.07143081403291,0,0
A5114,0,0,0,0,0
A5115,0,0,0,0,0
A5116,0,0,0,0,0
A5117,0,1.0019582262109,0,0,1.0019582262109
A5118,2.00785343002263,4.03157938384363,0,0,0
A5119,0,0,0,0,2.00785343002263
A5120,0,0,0,1.0019582262109,0
A5121,0,3.01771667252281,0,0,0
A5122,0,0,0,0,0
A5123,0,0,0,0,0
A5124,0,0,0,0,0
A5125,0,0,0,0,0
A5126,0,0,0,0,0
A5127,0,0,0,0,0
A5128,3.01771667252281,0,2.00785343002263,3.01771667252281,5.04947336903132
A5129,0,0,0,3.01771667252281,0
A5130,0,0,0,0,0
A5131,0,0,0,0,0
A5132,3.01771667252281,9.16201161000583,5.04947336903132,12.2903601117083,2.00785343002263
A5133,0,0,2.00785343002263,1.0019582262109,0
A5134,0,2.00785343002263,0,2.00785343002263,0
A5135,0,0,0,0,0
A5136,0,0,0,0,0
A5137,0,0,0,1.0019582262109,0
A5138,0,5.04947336903132,0,3.01771667252281,3.01771667252281
A5139,0,1.0019582262109,0,3.01771667252281,1.0019582262109
A5140,0,18.6641333268705,0,0,0
A5141,0,0,0,0,0
A5142,0,0,0,0,0
A5143,1.0019582262109,2.00785343002263,1.0019582262109,0,2.00785343002263
A5144,0,4.03157938384363,3.01771667252281,8.12766676853256,0
A5145,0,0,0,1.0019582262109,0
A5146,1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263,2.00785343002263
A5147,3.01771667252281,2.00785343002263,1.0019582262109,2.00785343002263,0
A5148,0,1.0019582262109,0,0,0
A5149,0,0,0,0,0
A5150,2.00785343002263,0,0,1.0019582262109,0
A5151,2.00785343002263,2.00785343002263,0,0,1.0019582262109
A5152,1.0019582262109,1.0019582262109,2.00785343002263,1.0019582262109,0
A5153,0,1.0019582262109,1.0019582262109,1.0019582262109,0
A5154,0,0,0,1.0019582262109,0
A5155,0,0,0,0,0
A5156,1.0019582262109,0,0,2.00785343002263,0
A5157,1.0019582262109,1.0019582262109,1.0019582262109,1.0019582262109,0
A5158,0,2.00785343002263,0,0,1.0019582262109
A5159,0,0,2.00785343002263,0,0
A5160,0,0,0,12.2903601117083,0
A5161,1.0019582262109,2.00785343002263,0,0,0
A5162,1.0019582262109,1.0019582262109,1.0019582262109,1.0019582262109,0
A5163,0,0,0,0,0
A5164,0,2.00785343002263,0,0,0
A5165,0,2.00785343002263,1.0019582262109,1.0019582262109,0
A5166,0,0,0,0,0
A5167,0,0,0,0,0
A5168,2.00785343002263,1.0019582262109,0,3.01771667252281,0
A5169,0,0,0,0,0
A5170,0,0,0,0,0
A5171,0,2.00785343002263,1.0019582262109,3.01771667252281,0
A5172,0,0,0,0,2.00785343002263
A5173,5.04947336903132,2.00785343002263,2.00785343002263,3.01771667252281,15.4574108131603
A5174,1.0019582262109,0,0,0,0
A5175,0,2.00785343002263,0,1.0019582262109,4.03157938384363
A5176,0,0,0,1.0019582262109,0
A5177,0,0,0,0,0
A5178,0,0,0,0,0
A5179,0,0,1.0019582262109,1.0019582262109,2.00785343002263
A5180,0,0,0,0,0
A5181,0,28.5325928768826,0,0,0
A5182,0,0,0,0,0
A5183,0,0,0,0,0
A5184,1.0019582262109,0,1.0019582262109,0,0
A5185,0,0,1.0019582262109,0,0
A5186,0,0,0,0,0
A5187,0,0,0,0,0
A5188,0,0,0,0,0
A5189,0,0,0,0,15.4574108131603
A5190,1.0019582262109,0,0,0,0
A5191,2.00785343002263,0,1.0019582262109,1.0019582262109,2.00785343002263
A5192,0,0,0,0,0
A5193,0,0,0,0,0
A5194,0,0,0,0,0
A5195,0,3.01771667252281,0,0,0
A5196,1.0019582262109,30.7782213115289,0,0,0
A5197,0,0,0,0,0
A5198,0,0,0,0,0
A5199,0,2.00785343002263,0,2.00785343002263,1.0019582262109
A5200,4.03157938384363,6.07143081403291,2.00785343002263,0,0
A5201,0,1.0019582262109,0,1.0019582262109,0
A5202,0,0,0,0,0
A5203,0,0,0,0,0
A5204,1.0019582262109,0,0,3.01771667252281,0
A5205,3.01771667252281,3.01771667252281,2.00785343002263,4.03157938384363,0
A5206,1.0019582262109,3.01771667252281,0,1.0019582262109,0
A5207,0,0,0,1.0019582262109,0
A5208,0,0,0,0,0
A5209,0,0,0,0,0
A5210,0,0,0,2.00785343002263,0
A5211,0,0,0,0,0
A5212,0,0,0,0,0
A5213,0,0,0,0,0
A5214,0,7.09748429180284,1.0019582262109,0,0
A5215,5.04947336903132,2.00785343002263,6.07143081403291,9.16201161000583,10.2005525880831
A5216,0,0,0,0,0
A5217,1.0019582262109,2.00785343002263,1.0019582262109,1.0019582262109,1.0019582262109
A5218,2.00785343002263,0,2.00785343002263,4.03157938384363,2.00785343002263
A5219,1.0019582262109,2.00785343002263,1.0019582262109,2.00785343002263,0
A5220,0,0,4.03157938384363,5.04947336903132,1.0019582262109
A5221,0,2.00785343002263,0,0,0
A5222,0,0,0,1.0019582262109,0
A5223,0,0,0,0,0
A5224,0,0,0,0,0
A5225,3.01771667252281,1.0019582262109,4.03157938384363,2.00785343002263,5.04947336903132
A5226,2.00785343002263,5.04947336903132,0,1.0019582262109,3.01771667252281
A5227,0,2.00785343002263,0,1.0019582262109,2.00785343002263
A5228,0,1.0019582262109,0,0,0
A5229,0,0,0,0,0
A5230,0,0,0,0,0
A5231,0,0,0,0,0
A5232,1.0019582262109,0,0,1.0019582262109,0
A5233,0,0,1.0019582262109,1.0019582262109,1.0019582262109
A5234,0,3.01771667252281,0,0,0
A5235,1.0019582262109,0,0,0,1.0019582262109
A5236,0,0,0,0,0
A5237,1.0019582262109,2.00785343002263,1.0019582262109,3.01771667252281,3.01771667252281
A5238,2.00785343002263,0,0,1.0019582262109,0
A5239,3.01771667252281,8.12766676853256,4.03157938384363,5.04947336903132,5.04947336903132
A5240,0,1.0019582262109,0,4.03157938384363,0
A5241,1.0019582262109,0,1.0019582262109,5.04947336903132,0
A5242,0,0,0,4.03157938384363,0
A5243,1.0019582262109,2.00785343002263,1.0019582262109,1.0019582262109,0
A5244,1.0019582262109,1.0019582262109,1.0019582262109,0,1.0019582262109
A5245,1.0019582262109,1.0019582262109,0,2.00785343002263,2.00785343002263
A5246,6.07143081403291,9.16201161000583,6.07143081403291,11.2433238873179,0
A5247,0,2.00785343002263,0,1.0019582262109,0
A5248,0,2.00785343002263,0,1.0019582262109,0
A5249,0,1.0019582262109,2.00785343002263,1.0019582262109,0
A5250,1.0019582262109,2.00785343002263,0,2.00785343002263,0
A5251,1.0019582262109,1.0019582262109,0,0,0
A5252,0,0,0,0,0
A5253,0,0,0,0,0
A5254,2.00785343002263,1.0019582262109,4.03157938384363,7.09748429180284,1.0019582262109
A5255,1.0019582262109,3.01771667252281,2.00785343002263,9.16201161000583,1.0019582262109
A5256,1.0019582262109,2.00785343002263,4.03157938384363,4.03157938384363,1.0019582262109
A5257,0,0,0,1.0019582262109,0
A5258,0,0,0,0,1.0019582262109
A5259,1.0019582262109,6.07143081403291,1.0019582262109,2.00785343002263,5.04947336903132
A5260,0,0,0,0,0
A5261,0,0,0,0,0
A5262,0,0,0,0,0
A5263,2.00785343002263,0,2.00785343002263,0,0
A5264,0,0,0,0,0
A5265,1.0019582262109,0,0,0,0
A5266,1.0019582262109,1.0019582262109,1.0019582262109,0,0
A5267,0,0,1.0019582262109,0,0
A5268,0,5.04947336903132,0,7.09748429180284,0
A5269,3.01771667252281,0,1.0019582262109,7.09748429180284,1.0019582262109
A5270,1.0019582262109,2.00785343002263,0,3.01771667252281,3.01771667252281
A5271,0,4.03157938384363,0,5.04947336903132,0
A5272,0,0,0,0,0
A5273,0,1.0019582262109,3.01771667252281,2.00785343002263,0
A5274,0,0,0,0,0
A5275,0,0,0,0,0
A5276,0,4.03157938384363,0,1.0019582262109,0
A5277,2.00785343002263,1.0019582262109,1.0019582262109,0,0
A5278,0,0,0,0,0
A5279,0,1.0019582262109,0,1.0019582262109,0
A5280,0,0,0,1.0019582262109,1.0019582262109
A5281,0,0,0,0,0
A5282,0,0,0,0,0
A5283,0,0,0,0,0
A5284,0,0,0,0,0
A5285,0,0,0,0,0
A5286,2.00785343002263,0,1.0019582262109,0,1.0019582262109
A5287,0,0,0,0,0
A5288,0,0,0,0,0
A5289,1.0019582262109,0,1.0019582262109,0,0
A5290,0,0,0,0,0
A5291,0,0,0,0,0
A5292,0,0,0,0,0
A5293,0,0,0,0,0
A5294,1.0019582262109,0,2.00785343002263,2.00785343002263,0
A5295,0,0,0,0,0
A5296,1.0019582262109,1.0019582262109,0,2.00785343002263,1.0019582262109
A5297,1.0019582262109,10.2005525880831,0,1.0019582262109,0
A5298,1.0019582262109,0,0,0,0
A5299,2.00785343002263,7.09748429180284,1.0019582262109,1.0019582262109,2.00785343002263
A5300,0,0,1.0019582262109,3.01771667252281,0
A5301,2.00785343002263,1.0019582262109,0,3.01771667252281,0
A5302,0,0,0,0,0
A5303,0,0,0,0,0
A5304,0,0,0,0,0
A5305,2.00785343002263,0,3.01771667252281,2.00785343002263,0
A5306,0,1.0019582262109,0,0,0
A5307,0,0,0,0,0
A5308,2.00785343002263,1.0019582262109,0,3.01771667252281,2.00785343002263
A5309,1.0019582262109,0,2.00785343002263,1.0019582262109,0
A5310,0,0,0,0,0
A5311,0,0,0,0,0
A5312,0,1.0019582262109,0,0,0
A5313,0,0,1.0019582262109,0,0
A5314,4.03157938384363,2.00785343002263,2.00785343002263,4.03157938384363,0
A5315,0,0,0,0,0
A5316,0,0,0,0,0
A5317,0,2.00785343002263,0,1.0019582262109,1.0019582262109
A5318,5.04947336903132,1.0019582262109,1.0019582262109,5.04947336903132,0
A5319,2.00785343002263,6.07143081403291,2.00785343002263,3.01771667252281,4.03157938384363
A5320,0,0,0,0,0
A5321,0,0,0,3.01771667252281,0
A5322,3.01771667252281,7.09748429180284,2.00785343002263,5.04947336903132,4.03157938384363
A5323,0,0,0,0,0
A5324,3.01771667252281,4.03157938384363,2.00785343002263,2.00785343002263,1.0019582262109
A5325,0,0,0,0,0
A5326,0,0,1.0019582262109,0,0
A5327,1.0019582262109,0,1.0019582262109,1.0019582262109,0
A5328,0,0,0,0,0
A5329,0,0,0,0,0
A5330,0,0,0,0,0
A5331,0,0,0,0,0
A5332,0,0,0,0,0
A5333,0,0,0,0,0
A5334,0,0,0,0,0
A5335,0,0,1.0019582262109,1.0019582262109,0
A5336,0,0,0,0,0
A5337,0,1.0019582262109,1.0019582262109,2.00785343002263,0
A5338,0,0,0,0,0
A5339,0,0,0,0,0
A5340,1.0019582262109,1.0019582262109,0,0,2.00785343002263
A5341,0,0,0,0,0
A5342,0,0,0,0,0
A5343,0,0,0,0,0
A5344,2.00785343002263,1.0019582262109,0,0,0
A5345,2.00785343002263,7.09748429180284,0,1.0019582262109,2.00785343002263
A5346,0,1.0019582262109,0,2.00785343002263,0
A5347,0,0,0,0,0
A5348,0,0,0,0,0
A5349,0,0,0,0,0
A5350,0,0,0,0,0
A5351,0,0,0,0,0
A5352,0,0,0,0,0
A5353,0,0,0,0,0
A5354,0,35.3294522929776,0,0,0
A5355,2.00785343002263,1.0019582262109,2.00785343002263,0,0
A5356,0,0,0,0,0
A5357,0,0,0,0,0
A5358,0,0,0,0,0
A5359,0,0,0,0,0
A5360,0,0,0,0,0
A5361,0,3.01771667252281,0,0,0
A5362,4.03157938384363,2.00785343002263,5.04947336903132,10.2005525880831,1.0019582262109
A5363,0,1.0019582262109,0,0,0
A5364,1.0019582262109,3.01771667252281,4.03157938384363,0,1.0019582262109
A5365,0,1.0019582262109,0,0,1.0019582262109
A5366,0,1.0019582262109,0,0,0
A5367,2.00785343002263,4.03157938384363,4.03157938384363,3.01771667252281,0
A5368,1.0019582262109,2.00785343002263,1.0019582262109,2.00785343002263,1.0019582262109
A5369,0,0,0,0,0
A5370,0,0,0,0,0
A5371,0,0,0,0,0
A5372,1.0019582262109,2.00785343002263,1.0019582262109,2.00785343002263,0
A5373,0,0,0,0,0
A5374,1.0019582262109,0,0,0,0
A5375,3.01771667252281,1.0019582262109,0,4.03157938384363,1.0019582262109
A5376,0,0,0,0,0
A5377,0,0,0,0,0
A5378,0,1.0019582262109,0,0,0
A5379,0,0,0,0,0
A5380,3.01771667252281,10.2005525880831,2.00785343002263,8.12766676853256,0
A5381,0,3.01771667252281,3.01771667252281,0,1.0019582262109
A5382,1.0019582262109,5.04947336903132,2.00785343002263,2.00785343002263,0
A5383,0,1.0019582262109,0,1.0019582262109,2.00785343002263
A5384,1.0019582262109,0,0,1.0019582262109,0
A5385,0,0,0,0,0
A5386,0,0,0,0,0
A5387,0,0,1.0019582262109,2.00785343002263,1.0019582262109
A5388,0,0,1.0019582262109,1.0019582262109,0
A5389,0,2.00785343002263,2.00785343002263,2.00785343002263,0
A5390,1.0019582262109,2.00785343002263,1.0019582262109,2.00785343002263,2.00785343002263
A5391,0,0,0,0,0
A5392,0,0,0,0,0
A5393,0,1.0019582262109,0,0,0
A5394,0,0,0,1.0019582262109,0
A5395,0,0,0,1.0019582262109,1.0019582262109
A5396,1.0019582262109,0,1.0019582262109,3.01771667252281,0
A5397,1.0019582262109,1.0019582262109,3.01771667252281,2.00785343002263,2.00785343002263
A5398,0,0,0,0,0
A5399,0,0,0,0,0
A5400,0,0,0,0,0
A5401,0,0,3.01771667252281,1.0019582262109,0
A5402,0,0,0,1.0019582262109,0
A5403,0,0,0,0,0
A5404,2.00785343002263,0,0,2.00785343002263,0
A5405,0,0,0,0,0
A5406,1.0019582262109,0,0,0,0
A5407,0,0,0,0,0
A5408,0,0,0,0,1.0019582262109
A5409,0,0,0,0,0
A5410,0,0,0,0,0
A5411,0,0,0,0,0
A5412,0,0,0,0,0
A5413,0,0,0,0,0
A5414,0,0,0,0,0
A5415,0,0,0,0,0
A5416,0,5.04947336903132,2.00785343002263,2.00785343002263,2.00785343002263
A5417,1.0019582262109,0,1.0019582262109,0,2.00785343002263
A5418,0,0,0,0,0
A5419,0,0,0,1.0019582262109,0
A5420,1.0019582262109,0,0,0,3.01771667252281
A5421,1.0019582262109,3.01771667252281,0,2.00785343002263,0
A5422,0,0,0,0,0
A5423,0,0,0,0,0
A5424,0,4.03157938384363,0,0,0
A5425,0,0,0,0,0
A5426,0,0,0,0,0
A5427,0,0,0,0,1.0019582262109
A5428,0,0,0,0,0
A5429,11.2433238873179,0,2.00785343002263,1.0019582262109,3.01771667252281
A5430,0,0,0,0,0
A5431,1.0019582262109,0,1.0019582262109,1.0019582262109,0
A5432,0,0,0,0,0
A5433,0,0,0,0,0
A5434,0,0,0,0,0
A5435,1.0019582262109,0,1.0019582262109,4.03157938384363,0
A5436,0,0,0,0,0
A5437,2.00785343002263,0,1.0019582262109,2.00785343002263,1.0019582262109
A5438,1.0019582262109,0,0,0,1.0019582262109
A5439,0,0,1.0019582262109,0,0
A5440,0,0,0,0,0
A5441,0,1.0019582262109,0,1.0019582262109,0
A5442,0,0,1.0019582262109,2.00785343002263,0
A5443,0,0,0,0,0
A5444,0,1.0019582262109,0,2.00785343002263,3.01771667252281
A5445,0,0,0,0,0
A5446,0,0,0,0,0
A5447,1.0019582262109,2.00785343002263,2.00785343002263,1.0019582262109,0
A5448,2.00785343002263,0,0,0,0
A5449,2.00785343002263,0,2.00785343002263,6.07143081403291,1.0019582262109
A5450,0,0,0,0,0
A5451,0,3.01771667252281,1.0019582262109,2.00785343002263,0
A5452,0,0,0,0,0
A5453,0,0,0,0,0
A5454,0,0,0,0,0
A5455,0,0,0,0,0
A5456,0,0,0,0,0
A5457,0,0,0,0,0
A5458,0,2.00785343002263,0,0,0
A5459,0,1.0019582262109,0,7.09748429180284,0
A5460,0,0,0,0,0
A5461,0,0,0,0,0
A5462,0,0,0,0,0
A5463,0,0,0,0,0
A5464,0,0,0,0,0
A5465,0,0,0,0,0
A5466,0,0,0,0,0
A5467,0,0,0,0,0
A5468,4.03157938384363,6.07143081403291,5.04947336903132,5.04947336903132,3.01771667252281
A5469,2.00785343002263,1.0019582262109,0,0,2.00785343002263
A5470,0,0,0,0,0
A5471,0,0,0,0,0
A5472,0,0,0,0,0
A5473,0,0,0,1.0019582262109,0
A5474,1.0019582262109,0,0,0,1.0019582262109
A5475,0,0,0,0,0
A5476,0,0,0,0,0
A5477,0,0,0,0,0
A5478,0,0,0,0,0
A5479,0,0,0,0,0
A5480,0,0,0,0,0
A5481,0,0,0,0,0
A5482,0,0,0,0,0
A5483,0,0,0,0,2.00785343002263
A5484,0,0,0,0,0
A5485,0,0,0,0,0
A5486,0,0,0,0,0
A5487,13.3416962915876,2.00785343002263,0,0,0
A5488,1.0019582262109,0,0,2.00785343002263,2.00785343002263
A5489,0,0,0,0,0
A5490,0,0,0,0,0
A5491,0,0,0,0,1.0019582262109
A5492,0,0,0,0,0
A5493,0,0,0,0,0
A5494,0,0,0,0,0
A5495,0,0,0,0,0
A5496,0,0,0,0,0
A5497,0,0,0,0,0
A5498,0,0,0,0,0
A5499,0,0,0,0,0
A5500,0,2.00785343002263,0,1.0019582262109,0
A5501,2.00785343002263,1.0019582262109,0,3.01771667252281,1.0019582262109
A5502,0,0,0,0,0
A5503,0,0,0,0,0
A5504,0,6.07143081403291,1.0019582262109,3.01771667252281,2.00785343002263
A5505,0,0,0,0,0
A5506,0,0,0,0,0
A5507,0,1.0019582262109,1.0019582262109,0,0
A5508,0,0,0,0,0
A5509,0,0,0,0,0
A5510,2.00785343002263,4.03157938384363,3.01771667252281,3.01771667252281,0
A5511,1.0019582262109,3.01771667252281,2.00785343002263,2.00785343002263,0
A5512,0,2.00785343002263,1.0019582262109,0,2.00785343002263
A5513,0,0,0,0,0
A5514,0,0,0,0,0
A5515,0,0,0,0,0
A5516,1.0019582262109,0,1.0019582262109,0,0
A5517,0,0,0,0,0
A5518,0,0,0,0,0
A5519,0,0,1.0019582262109,0,1.0019582262109
A5520,0,0,0,0,0
A5521,0,0,0,0,0
A5522,0,0,0,0,0
A5523,0,0,0,4.03157938384363,1.0019582262109
A5524,0,0,0,0,0
A5525,0,0,0,0,1.0019582262109
A5526,1.0019582262109,0,0,2.00785343002263,0
A5527,0,2.00785343002263,1.0019582262109,2.00785343002263,0
A5528,0,0,0,0,0
A5529,3.01771667252281,1.0019582262109,2.00785343002263,0,0
A5530,3.01771667252281,1.0019582262109,3.01771667252281,4.03157938384363,3.01771667252281
A5531,0,4.03157938384363,0,0,0
A5532,0,4.03157938384363,0,1.0019582262109,0
A5533,0,0,0,2.00785343002263,0
A5534,0,1.0019582262109,1.0019582262109,0,0
A5535,1.0019582262109,1.0019582262109,2.00785343002263,1.0019582262109,0
A5536,4.03157938384363,0,0,1.0019582262109,0
A5537,0,0,0,0,0
A5538,1.0019582262109,2.00785343002263,1.0019582262109,5.04947336903132,0
A5539,0,1.0019582262109,1.0019582262109,3.01771667252281,0
A5540,1.0019582262109,1.0019582262109,1.0019582262109,0,2.00785343002263
A5541,0,0,0,1.0019582262109,0
A5542,0,4.03157938384363,0,2.00785343002263,0
A5543,0,0,0,0,0
A5544,0,0,0,0,0
A5545,0,0,1.0019582262109,1.0019582262109,3.01771667252281
A5546,2.00785343002263,0,0,0,0
A5547,0,0,2.00785343002263,0,0
A5548,11.2433238873179,13.3416962915876,9.16201161000583,14.3973678906563,3.01771667252281
A5549,1.0019582262109,0,2.00785343002263,2.00785343002263,0
A5550,0,0,0,0,0
A5551,7.09748429180284,3.01771667252281,6.07143081403291,2.00785343002263,4.03157938384363
A5552,0,0,2.00785343002263,0,0
A5553,0,0,0,0,0
A5554,0,1.0019582262109,0,0,0
A5555,0,0,0,0,0
A5556,1.0019582262109,0,0,0,0
A5557,4.03157938384363,1.0019582262109,3.01771667252281,1.0019582262109,0
A5558,0,1.0019582262109,0,0,0
A5559,0,0,0,0,0
A5560,0,0,0,0,0
A5561,0,0,0,0,0
A5562,0,0,0,0,0
A5563,0,0,0,2.00785343002263,0
A5564,0,1.0019582262109,0,2.00785343002263,0
A5565,0,0,1.0019582262109,0,0
A5566,0,0,0,0,1.0019582262109
A5567,0,0,0,0,0
A5568,0,0,0,0,0
A5569,3.01771667252281,0,4.03157938384363,8.12766676853256,0
A5570,0,2.00785343002263,0,2.00785343002263,1.0019582262109
A5571,2.00785343002263,2.00785343002263,1.0019582262109,3.01771667252281,2.00785343002263
A5572,0,0,0,1.0019582262109,0
A5573,0,0,0,0,0
A5574,1.0019582262109,0,2.00785343002263,4.03157938384363,1.0019582262109
A5575,0,0,0,0,0
A5576,0,0,0,0,0
A5577,0,0,0,0,0
A5578,1.0019582262109,3.01771667252281,1.0019582262109,5.04947336903132,1.0019582262109
A5579,1.0019582262109,0,1.0019582262109,0,0
A5580,1.0019582262109,2.00785343002263,2.00785343002263,0,0
A5581,0,0,0,0,0
A5582,0,1.0019582262109,0,0,0
A5583,0,0,0,0,0
A5584,0,1.0019582262109,0,1.0019582262109,0
A5585,4.03157938384363,2.00785343002263,0,4.03157938384363,0
A5586,0,0,0,0,0
A5587,0,0,2.00785343002263,2.00785343002263,0
A5588,0,1.0019582262109,1.0019582262109,3.01771667252281,0
A5589,0,2.00785343002263,1.0019582262109,0,0
A5590,2.00785343002263,4.03157938384363,1.0019582262109,5.04947336903132,2.00785343002263
A5591,0,0,1.0019582262109,0,0
A5592,0,0,0,0,0
A5593,1.0019582262109,2.00785343002263,0,5.04947336903132,1.0019582262109
A5594,2.00785343002263,1.0019582262109,0,1.0019582262109,1.0019582262109
A5595,1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263,1.0019582262109
A5596,2.00785343002263,0,0,2.00785343002263,0
A5597,3.01771667252281,2.00785343002263,2.00785343002263,0,0
A5598,1.0019582262109,1.0019582262109,1.0019582262109,0,0
A5599,0,0,0,1.0019582262109,0
A5600,1.0019582262109,1.0019582262109,1.0019582262109,4.03157938384363,0
A5601,1.0019582262109,0,1.0019582262109,0,2.00785343002263
A5602,0,0,0,0,0
A5603,0,1.0019582262109,1.0019582262109,0,0
A5604,0,0,1.0019582262109,3.01771667252281,0
A5605,0,0,1.0019582262109,3.01771667252281,0
A5606,0,0,1.0019582262109,2.00785343002263,0
A5607,1.0019582262109,0,0,0,0
A5608,0,0,0,1.0019582262109,0
A5609,0,0,1.0019582262109,0,0
A5610,0,1.0019582262109,0,0,0
A5611,0,0,0,0,0
A5612,0,0,0,1.0019582262109,0
A5613,0,1.0019582262109,0,0,0
A5614,2.00785343002263,0,0,2.00785343002263,0
A5615,0,2.00785343002263,0,1.0019582262109,0
A5616,1.0019582262109,3.01771667252281,1.0019582262109,5.04947336903132,0
A5617,0,0,0,1.0019582262109,1.0019582262109
A5618,3.01771667252281,1.0019582262109,0,7.09748429180284,2.00785343002263
A5619,0,0,0,0,0
A5620,3.01771667252281,4.03157938384363,4.03157938384363,5.04947336903132,0
A5621,0,0,0,0,0
A5622,3.01771667252281,1.0019582262109,0,0,2.00785343002263
A5623,0,0,1.0019582262109,1.0019582262109,0
A5624,0,1.0019582262109,0,3.01771667252281,0
A5625,0,1.0019582262109,0,0,0
A5626,0,1.0019582262109,3.01771667252281,2.00785343002263,1.0019582262109
A5627,1.0019582262109,0,0,0,0
A5628,0,0,0,0,0
A5629,0,0,0,0,0
A5630,0,0,0,0,0
A5631,0,0,0,0,0
A5632,1.0019582262109,0,0,0,0
A5633,0,0,0,0,0
A5634,0,2.00785343002263,0,1.0019582262109,2.00785343002263
A5635,0,0,0,0,3.01771667252281
A5636,0,0,0,0,0
A5637,0,0,0,0,0
A5638,0,0,0,0,0
A5639,0,0,0,0,0
A5640,0,0,0,0,0
A5641,0,0,0,0,0
A5642,1.0019582262109,1.0019582262109,0,0,3.01771667252281
A5643,0,0,0,0,0
A5644,0,1.0019582262109,0,1.0019582262109,0
A5645,0,0,1.0019582262109,0,0
A5646,0,2.00785343002263,0,2.00785343002263,0
A5647,0,20.8244837002118,0,0,0
A5648,0,0,0,0,0
A5649,0,0,0,0,0
A5650,0,0,0,0,0
A5651,0,0,0,0,0
A5652,0,0,0,0,0
A5653,0,0,0,0,0
A5654,2.00785343002263,3.01771667252281,1.0019582262109,5.04947336903132,1.0019582262109
