cells,Gen1,Gen2,Gen3,Gen 4,Gen 5
A2599,0,0,0,0,0
A2600,0,0,0,0,2.00785343002263
A2601,0,0,0,0,0
A2602,0,0,0,0,0
A2603,0,0,0,0,0
A2604,1.0019582262109,0,1.0019582262109,2.00785343002263,0
A2605,0,0,0,0,0
A2606,0,0,0,0,0
A2607,0,6.07143081403291,0,1.0019582262109,0
A2608,0,0,1.0019582262109,2.00785343002263,0
A2609,0,0,0,0,0
A2610,0,0,0,0,0
A2611,0,0,1.0019582262109,3.01771667252281,0
A2612,1.0019582262109,0,0,0,0
A2613,0,0,0,0,0
A2614,0,0,0,0,0
A2615,2.00785343002263,2.00785343002263,1.0019582262109,3.01771667252281,0
A2616,1.0019582262109,2.00785343002263,0,0,6.07143081403291
A2617,1.0019582262109,0,0,3.01771667252281,0
A2618,2.00785343002263,0,0,0,0
A2619,2.00785343002263,1.0019582262109,0,1.0019582262109,1.0019582262109
A2620,0,0,0,0,0
A2621,0,1.0019582262109,0,0,0
A2622,0,0,0,1.0019582262109,0
A2623,1.0019582262109,0,0,6.07143081403291,2.00785343002263
A2624,1.0019582262109,0,0,0,1.0019582262109
A2625,0,2.00785343002263,0,3.01771667252281,0
A2626,0,0,0,0,0
A2627,4.03157938384363,3.01771667252281,9.16201161000583,16.5218614112182,3.01771667252281
A2628,0,0,0,0,0
A2629,0,0,0,0,0
A2630,0,3.01771667252281,0,1.0019582262109,1.0019582262109
A2631,0,2.00785343002263,2.00785343002263,2.00785343002263,2.00785343002263
A2632,3.01771667252281,4.03157938384363,2.00785343002263,7.09748429180284,3.01771667252281
A2633,0,0,0,0,0
A2634,3.01771667252281,0,0,1.0019582262109,3.01771667252281
A2635,1.0019582262109,1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263
A2636,1.0019582262109,5.04947336903132,0,0,0
A2637,1.0019582262109,7.09748429180284,0,9.16201161000583,3.01771667252281
A2638,0,0,1.0019582262109,0,0
A2639,1.0019582262109,12.2903601117083,1.0019582262109,1.0019582262109,4.03157938384363
A2640,0,0,0,0,0
A2641,0,0,0,0,0
A2642,0,0,0,0,0
A2643,0,0,0,0,0
A2644,0,0,0,3.01771667252281,0
A2645,0,0,0,0,0
A2646,0,0,0,0,0
A2647,0,0,0,0,2.00785343002263
A2648,0,0,0,0,5.04947336903132
A2649,0,0,0,0,0
A2650,1.0019582262109,0,0,0,0
A2651,0,0,0,0,0
A2652,1.0019582262109,6.07143081403291,0,3.01771667252281,2.00785343002263
A2653,1.0019582262109,1.0019582262109,1.0019582262109,0,0
A2654,5.04947336903132,14.3973678906563,3.01771667252281,8.12766676853256,3.01771667252281
A2655,5.04947336903132,2.00785343002263,1.0019582262109,6.07143081403291,0
A2656,4.03157938384363,7.09748429180284,3.01771667252281,13.3416962915876,1.0019582262109
A2657,2.00785343002263,3.01771667252281,0,7.09748429180284,2.00785343002263
A2658,1.0019582262109,5.04947336903132,4.03157938384363,11.2433238873179,0
A2659,0,0,0,1.0019582262109,0
A2660,1.0019582262109,0,0,0,0
A2661,0,0,1.0019582262109,0,0
A2662,1.0019582262109,5.04947336903132,1.0019582262109,5.04947336903132,0
A2663,0,0,0,0,0
A2664,1.0019582262109,9.16201161000583,0,8.12766676853256,1.0019582262109
A2665,0,3.01771667252281,1.0019582262109,0,1.0019582262109
A2666,0,4.03157938384363,0,4.03157938384363,2.00785343002263
A2667,0,0,0,0,0
A2668,0,0,1.0019582262109,0,0
A2669,0,1.0019582262109,0,0,0
A2670,4.03157938384363,1.0019582262109,1.0019582262109,4.03157938384363,12.2903601117083
A2671,0,0,0,0,0
A2672,0,0,0,0,0
A2673,0,0,0,0,0
A2674,0,0,0,0,0
A2675,2.00785343002263,12.2903601117083,0,1.0019582262109,19.7420296561744
A2676,0,0,0,0,0
A2677,0,0,0,0,0
A2678,0,0,0,0,0
A2679,0,0,0,0,0
A2680,0,0,0,0,0
A2681,0,0,0,0,0
A2682,0,0,0,0,0
A2683,0,0,0,0,0
A2684,9.16201161000583,2.00785343002263,3.01771667252281,11.2433238873179,0
A2685,0,0,0,0,0
A2686,0,0,0,0,0
A2687,0,0,0,0,0
A2688,0,0,0,0,0
A2689,0,0,0,0,0
A2690,5.04947336903132,8.12766676853256,8.12766676853256,42.3117032804103,27.41712270243
A2691,0,0,0,1.0019582262109,0
A2692,0,0,0,0,0
A2693,0,1.0019582262109,1.0019582262109,3.01771667252281,1.0019582262109
A2694,2.00785343002263,3.01771667252281,2.00785343002263,5.04947336903132,15.4574108131603
A2695,0,2.00785343002263,0,0,2.00785343002263
A2696,0,0,0,0,0
A2697,0,0,0,0,0
A2698,0,0,0,0,0
A2699,0,0,0,0,0
A2700,0,0,0,0,0
A2701,0,0,0,0,0
A2702,0,0,0,0,0
A2703,0,0,0,0,0
A2704,0,4.03157938384363,0,0,0
A2705,0,0,0,0,0
A2706,0,0,0,0,0
A2707,4.03157938384363,30.7782213115289,0,0,0
A2708,0,0,0,0,0
A2709,0,0,0,0,0
A2710,1.0019582262109,0,0,0,0
A2711,0,4.03157938384363,1.0019582262109,0,2.00785343002263
A2712,6.07143081403291,0,0,1.0019582262109,2.00785343002263
A2713,12.2903601117083,10.2005525880831,3.01771667252281,9.16201161000583,5.04947336903132
A2714,3.01771667252281,1.0019582262109,1.0019582262109,5.04947336903132,1.0019582262109
A2715,0,0,0,0,0
A2716,0,0,0,0,0
A2717,0,0,0,0,0
A2718,0,0,0,0,0
A2719,1.0019582262109,14.3973678906563,2.00785343002263,0,2.00785343002263
A2720,0,1.0019582262109,0,0,0
A2721,14.3973678906563,60.6488952520596,9.16201161000583,15.4574108131603,36.4800160274645
A2722,0,0,0,0,0
A2723,29.6529447744312,38.7967739205634,7.09748429180284,14.3973678906563,21.9115341658633
A2724,0,0,0,0,1.0019582262109
A2725,0,0,0,0,0
A2726,0,0,0,0,0
A2727,0,0,0,0,0
A2728,0,0,0,0,0
A2729,2.00785343002263,0,1.0019582262109,2.00785343002263,3.01771667252281
A2730,0,0,0,0,0
A2731,0,0,0,0,0
A2732,0,0,0,0,0
A2733,10.2005525880831,41.1346897127612,4.03157938384363,16.5218614112182,5.04947336903132
A2734,2.00785343002263,0,2.00785343002263,2.00785343002263,2.00785343002263
A2735,0,0,0,0,0
A2736,0,0,1.0019582262109,0,1.0019582262109
A2737,0,0,0,0,0
A2738,0,0,0,0,0
A2739,0,0,0,1.0019582262109,0
A2740,0,53.1556773832306,0,0,0
A2741,0,0,0,0,0
A2742,0,0,0,0,0
A2743,4.03157938384363,1.0019582262109,1.0019582262109,4.03157938384363,0
A2744,0,0,0,0,0
A2745,0,0,0,0,0
A2746,0,11.2433238873179,5.04947336903132,0,0
A2747,0,2.00785343002263,0,2.00785343002263,0
A2748,1.0019582262109,0,0,1.0019582262109,0
A2749,0,1.0019582262109,0,0,0
A2750,3.01771667252281,7.09748429180284,1.0019582262109,2.00785343002263,1.0019582262109
A2751,0,0,0,1.0019582262109,0
A2752,1.0019582262109,0,0,2.00785343002263,4.03157938384363
A2753,0,0,0,0,0
A2754,2.00785343002263,3.01771667252281,0,4.03157938384363,0
A2755,0,0,0,0,0
A2756,0,0,0,0,0
A2757,1.0019582262109,2.00785343002263,0,0,0
A2758,0,0,0,0,0
A2759,0,2.00785343002263,2.00785343002263,3.01771667252281,4.03157938384363
A2760,0,0,0,0,0
A2761,0,1.0019582262109,1.0019582262109,1.0019582262109,0
A2762,0,1.0019582262109,0,2.00785343002263,0
A2763,0,0,0,0,0
A2764,0,0,0,1.0019582262109,0
A2765,2.00785343002263,6.07143081403291,0,1.0019582262109,1.0019582262109
A2766,2.00785343002263,3.01771667252281,0,1.0019582262109,0
A2767,10.2005525880831,1.0019582262109,3.01771667252281,8.12766676853256,5.04947336903132
A2768,1.0019582262109,3.01771667252281,2.00785343002263,1.0019582262109,1.0019582262109
A2769,0,0,0,0,0
A2770,0,1.0019582262109,0,1.0019582262109,2.00785343002263
A2771,0,0,0,0,0
A2772,2.00785343002263,3.01771667252281,3.01771667252281,4.03157938384363,0
A2773,0,1.0019582262109,1.0019582262109,2.00785343002263,3.01771667252281
A2774,0,0,0,0,0
A2775,0,1.0019582262109,0,3.01771667252281,5.04947336903132
A2776,1.0019582262109,2.00785343002263,3.01771667252281,6.07143081403291,2.00785343002263
A2777,7.09748429180284,17.5907564923013,9.16201161000583,13.3416962915876,7.09748429180284
A2778,0,0,0,0,0
A2779,3.01771667252281,5.04947336903132,4.03157938384363,5.04947336903132,0
A2780,0,0,0,0,1.0019582262109
A2781,5.04947336903132,3.01771667252281,1.0019582262109,1.0019582262109,3.01771667252281
A2782,0,0,0,0,0
A2783,0,0,0,0,0
A2784,0,0,0,0,0
A2785,0,1.0019582262109,0,0,0
A2786,0,0,0,0,0
A2787,0,0,0,0,0
A2788,0,0,0,0,0
A2789,0,0,0,0,0
A2790,2.00785343002263,0,3.01771667252281,4.03157938384363,7.09748429180284
A2791,0,0,0,1.0019582262109,0
A2792,0,0,0,0,0
A2793,0,0,0,0,0
A2794,0,0,0,0,0
A2795,0,0,0,0,0
A2796,0,0,0,1.0019582262109,0
A2797,0,0,0,0,0
A2798,0,0,0,0,0
A2799,2.00785343002263,0,8.12766676853256,21.9115341658633,16.5218614112182
A2800,0,0,0,0,0
A2801,0,0,0,0,0
A2802,2.00785343002263,1.0019582262109,0,0,0
A2803,0,0,0,0,0
A2804,0,0,0,0,0
A2805,0,0,0,1.0019582262109,0
A2806,0,0,0,0,0
A2807,0,0,0,0,0
A2808,0,7.09748429180284,0,0,0
A2809,0,0,0,5.04947336903132,0
A2810,0,0,0,0,0
A2811,0,0,0,0,0
A2812,0,0,0,0,0
A2813,0,0,0,0,0
A2814,1.0019582262109,0,0,1.0019582262109,0
A2815,0,0,0,0,0
A2816,0,0,0,0,0
A2817,1.0019582262109,1.0019582262109,2.00785343002263,1.0019582262109,0
A2818,5.04947336903132,3.01771667252281,0,5.04947336903132,1.0019582262109
A2819,0,1.0019582262109,0,3.01771667252281,0
A2820,0,1.0019582262109,0,0,0
A2821,0,0,0,0,0
A2822,1.0019582262109,4.03157938384363,1.0019582262109,3.01771667252281,1.0019582262109
A2823,2.00785343002263,7.09748429180284,1.0019582262109,1.0019582262109,1.0019582262109
A2824,1.0019582262109,0,0,3.01771667252281,0
A2825,0,0,0,0,0
A2826,1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263,1.0019582262109
A2827,0,6.07143081403291,0,1.0019582262109,0
A2828,0,0,0,0,0
A2829,0,0,0,0,1.0019582262109
A2830,0,1.0019582262109,0,0,0
A2831,0,0,0,1.0019582262109,0
A2832,3.01771667252281,29.6529447744312,2.00785343002263,8.12766676853256,1.0019582262109
A2833,1.0019582262109,2.00785343002263,0,0,2.00785343002263
A2834,0,0,0,0,0
A2835,0,2.00785343002263,1.0019582262109,4.03157938384363,0
A2836,0,0,0,2.00785343002263,0
A2837,1.0019582262109,0,0,0,0
A2838,0,0,1.0019582262109,2.00785343002263,0
A2839,1.0019582262109,0,0,0,0
A2840,5.04947336903132,2.00785343002263,5.04947336903132,8.12766676853256,0
A2841,0,0,1.0019582262109,0,0
A2842,0,0,2.00785343002263,4.03157938384363,0
A2843,0,1.0019582262109,0,1.0019582262109,1.0019582262109
A2844,0,0,0,0,1.0019582262109
A2845,0,0,1.0019582262109,1.0019582262109,0
A2846,1.0019582262109,0,2.00785343002263,0,0
A2847,0,0,0,0,0
A2848,0,0,0,0,0
A2849,0,0,0,0,1.0019582262109
A2850,0,0,0,0,0
A2851,0,0,0,0,0
A2852,0,10.2005525880831,0,8.12766676853256,7.09748429180284
A2853,4.03157938384363,0,4.03157938384363,3.01771667252281,1.0019582262109
A2854,1.0019582262109,0,0,4.03157938384363,0
A2855,1.0019582262109,1.0019582262109,1.0019582262109,3.01771667252281,1.0019582262109
A2856,2.00785343002263,0,0,1.0019582262109,1.0019582262109
A2857,1.0019582262109,1.0019582262109,0,1.0019582262109,0
A2858,0,0,0,0,0
A2859,0,3.01771667252281,0,0,2.00785343002263
A2860,0,0,0,0,0
A2861,0,0,0,0,1.0019582262109
A2862,0,0,0,0,0
A2863,0,0,0,0,0
A2864,0,0,1.0019582262109,0,0
A2865,1.0019582262109,0,1.0019582262109,4.03157938384363,0
A2866,0,1.0019582262109,0,0,0
A2867,0,5.04947336903132,0,0,1.0019582262109
A2868,0,1.0019582262109,0,0,1.0019582262109
A2869,0,0,0,0,0
A2870,1.0019582262109,0,0,1.0019582262109,6.07143081403291
A2871,4.03157938384363,6.07143081403291,1.0019582262109,3.01771667252281,0
A2872,0,0,0,0,0
A2873,0,0,0,0,0
A2874,1.0019582262109,4.03157938384363,7.09748429180284,10.2005525880831,1.0019582262109
A2875,0,0,0,0,0
A2876,0,0,0,0,0
A2877,0,3.01771667252281,0,0,0
A2878,0,3.01771667252281,2.00785343002263,3.01771667252281,0
A2879,0,2.00785343002263,0,1.0019582262109,0
A2880,0,0,3.01771667252281,0,3.01771667252281
A2881,1.0019582262109,3.01771667252281,2.00785343002263,1.0019582262109,0
A2882,0,0,0,0,0
A2883,1.0019582262109,0,1.0019582262109,0,93.0288369119942
A2884,0,0,0,0,0
A2885,0,1.0019582262109,0,0,0
A2886,0,0,0,0,0
A2887,0,0,0,0,0
A2888,0,0,0,0,0
A2889,0,6.07143081403291,0,0,2.00785343002263
A2890,1.0019582262109,1.0019582262109,0,3.01771667252281,1.0019582262109
A2891,0,0,0,0,0
A2892,2.00785343002263,10.2005525880831,2.00785343002263,2.00785343002263,5.04947336903132
A2893,2.00785343002263,7.09748429180284,6.07143081403291,2.00785343002263,1.0019582262109
A2894,4.03157938384363,0,2.00785343002263,5.04947336903132,0
A2895,0,0,0,0,0
A2896,0,0,0,0,0
A2897,0,0,0,0,0
A2898,0,0,0,1.0019582262109,0
A2899,0,0,0,0,0
A2900,0,0,0,0,0
A2901,0,0,0,0,0
A2902,0,0,0,0,0
A2903,0,0,0,0,0
A2904,0,0,0,1.0019582262109,0
A2905,0,0,0,0,0
A2906,3.01771667252281,11.2433238873179,3.01771667252281,8.12766676853256,0
A2907,0,0,0,2.00785343002263,0
A2908,1.0019582262109,0,1.0019582262109,0,0
A2909,0,0,5.04947336903132,5.04947336903132,0
A2910,0,0,0,0,0
A2911,1.0019582262109,1.0019582262109,3.01771667252281,1.0019582262109,0
A2912,0,0,0,0,0
A2913,0,0,0,0,0
A2914,1.0019582262109,0,0,1.0019582262109,0
A2915,1.0019582262109,0,0,1.0019582262109,0
A2916,0,0,0,2.00785343002263,0
A2917,0,0,0,0,0
A2918,0,0,0,0,0
A2919,0,0,0,1.0019582262109,0
A2920,1.0019582262109,4.03157938384363,0,2.00785343002263,1.0019582262109
A2921,4.03157938384363,2.00785343002263,1.0019582262109,4.03157938384363,1.0019582262109
A2922,0,0,0,0,0
A2923,0,0,0,0,0
A2924,1.0019582262109,1.0019582262109,0,0,0
A2925,0,0,0,0,0
A2926,0,0,0,0,0
A2927,0,0,0,0,0
A2928,0,0,0,0,0
A2929,0,0,0,0,0
A2930,1.0019582262109,0,0,0,1.0019582262109
A2931,0,0,0,0,0
A2932,0,0,0,0,0
A2933,1.0019582262109,0,0,0,0
A2934,0,0,0,0,0
A2935,2.00785343002263,0,0,0,2.00785343002263
A2936,0,0,0,0,0
A2937,2.00785343002263,0,0,1.0019582262109,3.01771667252281
A2938,0,2.00785343002263,0,0,0
A2939,1.0019582262109,1.0019582262109,1.0019582262109,0,1.0019582262109
A2940,0,0,0,0,0
A2941,0,2.00785343002263,0,1.0019582262109,0
A2942,0,0,0,0,0
A2943,0,0,0,0,0
A2944,1.0019582262109,0,3.01771667252281,0,2.00785343002263
A2945,1.0019582262109,11.2433238873179,1.0019582262109,1.0019582262109,0
A2946,0,0,1.0019582262109,0,0
A2947,0,0,2.00785343002263,1.0019582262109,0
A2948,0,0,0,1.0019582262109,1.0019582262109
A2949,2.00785343002263,1.0019582262109,0,1.0019582262109,2.00785343002263
A2950,10.2005525880831,8.12766676853256,4.03157938384363,8.12766676853256,4.03157938384363
A2951,0,0,0,1.0019582262109,0
A2952,3.01771667252281,0,0,0,0
A2953,0,0,0,0,0
A2954,0,0,0,0,0
A2955,3.01771667252281,0,0,2.00785343002263,0
A2956,0,2.00785343002263,1.0019582262109,1.0019582262109,1.0019582262109
A2957,2.00785343002263,0,1.0019582262109,4.03157938384363,0
A2958,0,0,0,0,0
A2959,0,0,0,2.00785343002263,0
A2960,0,0,0,0,0
A2961,0,0,0,0,0
A2962,0,2.00785343002263,0,0,0
A2963,0,0,0,0,0
A2964,1.0019582262109,0,0,0,0
A2965,0,0,0,0,0
A2966,0,1.0019582262109,0,0,0
A2967,0,1.0019582262109,0,0,1.0019582262109
A2968,0,0,0,1.0019582262109,0
A2969,0,0,0,0,0
A2970,2.00785343002263,5.04947336903132,3.01771667252281,10.2005525880831,0
A2971,0,0,0,0,0
A2972,2.00785343002263,3.01771667252281,1.0019582262109,6.07143081403291,2.00785343002263
A2973,0,0,0,0,0
A2974,0,0,0,0,0
A2975,0,0,0,1.0019582262109,0
A2976,6.07143081403291,1.0019582262109,0,3.01771667252281,0
A2977,0,0,0,0,0
A2978,4.03157938384363,1.0019582262109,1.0019582262109,0,31.9084659730628
A2979,0,0,0,0,0
A2980,1.0019582262109,0,1.0019582262109,1.0019582262109,0
A2981,0,0,0,0,0
A2982,0,0,0,0,0
A2983,0,1.0019582262109,2.00785343002263,4.03157938384363,2.00785343002263
A2984,0,0,1.0019582262109,1.0019582262109,0
A2985,1.0019582262109,0,0,0,0
A2986,0,1.0019582262109,0,0,0
A2987,0,0,0,1.0019582262109,0
A2988,0,0,0,0,0
A2989,1.0019582262109,0,1.0019582262109,3.01771667252281,0
A2990,2.00785343002263,0,0,2.00785343002263,0
A2991,0,0,0,0,0
A2992,0,0,0,0,0
A2993,0,1.0019582262109,0,0,0
A2994,0,0,0,0,0
A2995,0,2.00785343002263,0,0,0
A2996,0,0,1.0019582262109,0,0
A2997,0,0,0,0,0
A2998,21.9115341658633,48.2793394707328,7.09748429180284,21.9115341658633,30.7782213115289
A2999,0,1.0019582262109,3.01771667252281,5.04947336903132,2.00785343002263
A3000,0,0,0,0,0
A3001,0,16.5218614112182,4.03157938384363,1.0019582262109,2.00785343002263
A3002,0,0,0,0,0
A3003,0,1.0019582262109,0,0,1.0019582262109
A3004,0,0,0,0,0
A3005,0,0,0,0,0
A3006,0,0,0,0,0
A3007,1.0019582262109,4.03157938384363,2.00785343002263,6.07143081403291,0
A3008,0,0,0,0,0
A3009,0,0,1.0019582262109,1.0019582262109,2.00785343002263
A3010,0,0,0,0,0
A3011,1.0019582262109,1.0019582262109,0,0,0
A3012,0,0,0,0,0
A3013,0,0,2.00785343002263,0,3.01771667252281
A3014,0,0,0,0,0
A3015,0,0,0,0,0
A3016,0,0,0,0,0
A3017,0,0,0,0,0
A3018,0,0,0,0,1.0019582262109
A3019,1.0019582262109,3.01771667252281,0,1.0019582262109,0
A3020,4.03157938384363,0,0,1.0019582262109,0
A3021,2.00785343002263,1.0019582262109,1.0019582262109,0,2.00785343002263
A3022,16.5218614112182,11.2433238873179,14.3973678906563,24.0995816739486,11.2433238873179
A3023,0,4.03157938384363,0,1.0019582262109,0
A3024,0,0,1.0019582262109,1.0019582262109,0
A3025,0,0,0,0,0
A3026,0,1.0019582262109,0,0,0
A3027,2.00785343002263,3.01771667252281,2.00785343002263,3.01771667252281,0
A3028,1.0019582262109,0,0,1.0019582262109,0
A3029,0,6.07143081403291,0,3.01771667252281,1.0019582262109
A3030,5.04947336903132,1.0019582262109,0,2.00785343002263,4.03157938384363
A3031,4.03157938384363,2.00785343002263,5.04947336903132,2.00785343002263,0
A3032,1.0019582262109,5.04947336903132,1.0019582262109,9.16201161000583,0
A3033,0,0,0,0,0
A3034,1.0019582262109,3.01771667252281,2.00785343002263,4.03157938384363,0
A3035,3.01771667252281,1.0019582262109,1.0019582262109,6.07143081403291,0
A3036,1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263,2.00785343002263
A3037,4.03157938384363,2.00785343002263,4.03157938384363,11.2433238873179,2.00785343002263
A3038,0,0,0,0,0
A3039,0,0,2.00785343002263,0,0
A3040,0,0,0,0,0
A3041,0,0,0,0,0
A3042,0,0,0,0,0
A3043,2.00785343002263,1.0019582262109,1.0019582262109,0,1.0019582262109
A3044,1.0019582262109,0,2.00785343002263,0,2.00785343002263
A3045,61.9193693236446,4.03157938384363,36.4800160274645,25.2006586401926,3.01771667252281
A3046,267.61415018222,2.00785343002263,29.6529447744312,42.3117032804103,1.0019582262109
A3047,0,0,0,0,0
A3048,0,0,0,0,0
A3049,0,0,0,0,0
A3050,0,1.0019582262109,1.0019582262109,3.01771667252281,0
A3051,0,2.00785343002263,0,0,2.00785343002263
A3052,3.01771667252281,0,0,1.0019582262109,0
A3053,0,0,0,0,0
A3054,0,3.01771667252281,0,3.01771667252281,6.07143081403291
A3055,0,0,0,0,0
A3056,0,0,0,2.00785343002263,0
A3057,0,0,0,0,0
A3058,0,0,0,0,4.03157938384363
A3059,1.0019582262109,3.01771667252281,0,1.0019582262109,1.0019582262109
A3060,3.01771667252281,7.09748429180284,2.00785343002263,8.12766676853256,4.03157938384363
A3061,3.01771667252281,5.04947336903132,1.0019582262109,8.12766676853256,7.09748429180284
A3062,1.0019582262109,1.0019582262109,6.07143081403291,3.01771667252281,8.12766676853256
A3063,0,0,0,0,0
A3064,0,2.00785343002263,1.0019582262109,2.00785343002263,0
A3065,3.01771667252281,0,0,8.12766676853256,2.00785343002263
A3066,0,0,0,1.0019582262109,0
A3067,3.01771667252281,6.07143081403291,2.00785343002263,8.12766676853256,9.16201161000583
A3068,0,0,0,0,0
A3069,0,1.0019582262109,2.00785343002263,4.03157938384363,1.0019582262109
A3070,2.00785343002263,1.0019582262109,0,9.16201161000583,0
A3071,0,0,0,2.00785343002263,0
A3072,0,1.0019582262109,0,0,2.00785343002263
A3073,0,0,0,0,0
A3074,0,2.00785343002263,0,3.01771667252281,0
A3075,2.00785343002263,5.04947336903132,6.07143081403291,2.00785343002263,6.07143081403291
A3076,0,0,0,0,0
A3077,1.0019582262109,1.0019582262109,0,0,1.0019582262109
A3078,0,1.0019582262109,2.00785343002263,3.01771667252281,0
A3079,1.0019582262109,2.00785343002263,0,0,1.0019582262109
A3080,1.0019582262109,0,1.0019582262109,0,1.0019582262109
A3081,0,0,0,0,0
A3082,0,0,0,0,0
A3083,0,0,0,0,0
A3084,0,0,0,0,0
A3085,0,1.0019582262109,0,0,0
A3086,0,0,0,0,0
A3087,0,0,0,0,0
A3088,0,0,0,0,0
A3089,0,0,0,0,0
A3090,0,0,0,0,0
A3091,0,0,0,0,0
A3092,1.0019582262109,1.0019582262109,0,1.0019582262109,0
A3093,0,0,0,0,0
A3094,0,0,0,0,0
A3095,0,0,0,0,0
A3096,0,3.01771667252281,0,3.01771667252281,0
A3097,0,0,0,0,0
A3098,0,0,0,0,0
A3099,0,0,0,0,0
A3100,0,0,0,0,0
A3101,0,0,0,0,0
A3102,1.0019582262109,8.12766676853256,0,0,0
A3103,0,1.0019582262109,0,1.0019582262109,1.0019582262109
A3104,0,0,0,0,0
A3105,0,1.0019582262109,0,1.0019582262109,0
A3106,0,0,0,0,0
A3107,0,0,0,0,0
A3108,0,0,0,0,0
A3109,0,2.00785343002263,0,0,0
A3110,0,0,0,0,0
A3111,0,0,0,0,0
A3112,0,1.0019582262109,0,0,1.0019582262109
A3113,1.0019582262109,0,3.01771667252281,0,0
A3114,0,0,0,0,0
A3115,2.00785343002263,0,0,1.0019582262109,0
A3116,0,11.2433238873179,0,0,0
A3117,0,0,0,0,0
A3118,0,0,0,0,0
A3119,0,0,1.0019582262109,0,0
A3120,0,3.01771667252281,1.0019582262109,2.00785343002263,3.01771667252281
A3121,0,1.0019582262109,0,2.00785343002263,1.0019582262109
A3122,0,1.0019582262109,0,0,1.0019582262109
A3123,2.00785343002263,5.04947336903132,5.04947336903132,9.16201161000583,3.01771667252281
A3124,3.01771667252281,5.04947336903132,3.01771667252281,3.01771667252281,2.00785343002263
A3125,1.0019582262109,3.01771667252281,1.0019582262109,1.0019582262109,0
A3126,2.00785343002263,0,0,0,3.01771667252281
A3127,0,0,0,0,0
A3128,0,0,0,0,0
A3129,0,0,0,0,0
A3130,0,2.00785343002263,0,1.0019582262109,0
A3131,3.01771667252281,1.0019582262109,0,1.0019582262109,1.0019582262109
A3132,0,0,0,0,0
A3133,0,0,0,0,0
A3134,0,0,0,0,0
A3135,0,0,0,0,0
A3136,0,0,0,0,0
A3137,0,0,0,0,0
A3138,1.0019582262109,2.00785343002263,0,5.04947336903132,0
A3139,0,0,0,0,0
A3140,6.07143081403291,1.0019582262109,4.03157938384363,3.01771667252281,2.00785343002263
A3141,0,0,0,2.00785343002263,0
A3142,1.0019582262109,2.00785343002263,6.07143081403291,5.04947336903132,0
A3143,5.04947336903132,3.01771667252281,6.07143081403291,2.00785343002263,1.0019582262109
A3144,0,0,0,0,0
A3145,0,0,0,1.0019582262109,0
A3146,0,0,0,0,0
A3147,0,0,0,2.00785343002263,1.0019582262109
A3148,0,0,0,0,0
A3149,0,0,0,0,0
A3150,1.0019582262109,1.0019582262109,0,2.00785343002263,1.0019582262109
A3151,0,0,0,0,0
A3152,0,1.0019582262109,1.0019582262109,2.00785343002263,0
A3153,0,3.01771667252281,0,1.0019582262109,1.0019582262109
A3154,4.03157938384363,1.0019582262109,0,7.09748429180284,1.0019582262109
A3155,3.01771667252281,0,2.00785343002263,3.01771667252281,0
A3156,0,0,0,0,0
A3157,0,2.00785343002263,2.00785343002263,0,2.00785343002263
A3158,1.0019582262109,0,2.00785343002263,2.00785343002263,1.0019582262109
A3159,1.0019582262109,0,0,1.0019582262109,0
A3160,0,0,0,0,0
A3161,0,0,0,0,0
A3162,0,3.01771667252281,0,3.01771667252281,2.00785343002263
A3163,0,0,0,0,0
A3164,1.0019582262109,0,0,1.0019582262109,1.0019582262109
A3165,1.0019582262109,0,1.0019582262109,6.07143081403291,0
A3166,1.0019582262109,1.0019582262109,0,1.0019582262109,0
A3167,0,0,0,0,0
A3168,0,0,0,0,0
A3169,0,0,0,0,0
A3170,0,1.0019582262109,1.0019582262109,0,0
A3171,0,0,0,0,0
A3172,0,0,0,0,1.0019582262109
A3173,3.01771667252281,4.03157938384363,5.04947336903132,17.5907564923013,0
A3174,0,0,0,4.03157938384363,0
A3175,0,0,2.00785343002263,2.00785343002263,1.0019582262109
A3176,0,2.00785343002263,1.0019582262109,0,0
A3177,0,0,0,0,0
A3178,0,0,0,0,0
A3179,0,0,0,0,0
A3180,0,0,0,0,0
A3181,0,0,0,0,0
A3182,0,0,0,0,0
A3183,0,1.0019582262109,0,2.00785343002263,1.0019582262109
A3184,0,0,0,0,0
A3185,0,0,0,0,0
A3186,0,0,0,0,0
A3187,1.0019582262109,0,0,0,161.925775038339
A3188,0,1.0019582262109,1.0019582262109,0,0
A3189,1.0019582262109,1.0019582262109,0,0,1.0019582262109
A3190,0,1.0019582262109,0,0,14.3973678906563
A3191,0,0,0,0,0
A3192,0,0,0,0,0
A3193,1.0019582262109,0,0,1.0019582262109,1.0019582262109
A3194,0,0,0,0,0
A3195,0,0,0,0,0
A3196,1.0019582262109,1.0019582262109,0,2.00785343002263,4.03157938384363
A3197,0,0,0,0,0
A3198,0,0,0,0,0
A3199,1.0019582262109,4.03157938384363,3.01771667252281,1.0019582262109,1.0019582262109
A3200,0,0,0,0,0
A3201,0,0,0,0,0
A3202,0,0,0,0,0
A3203,0,0,0,0,0
A3204,0,0,0,0,0
A3205,0,15.4574108131603,0,0,0
A3206,0,0,1.0019582262109,1.0019582262109,0
A3207,0,0,0,0,0
A3208,0,0,0,0,0
